NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	16	0.46841085	1.0943258	0.43529412	1.0	0.941	180	tags=94%, list=51%, signal=184%	
NABA_SECRETED_FACTORS	NABA_SECRETED_FACTORS	Details ...	10	0.4838402	1.0876868	0.4110672	1.0	0.942	52	tags=50%, list=15%, signal=57%	
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	Details ...	20	0.44057634	1.076511	0.46825397	1.0	0.946	193	tags=95%, list=55%, signal=199%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	Details ...	13	0.48633763	1.0725027	0.46692607	1.0	0.947	169	tags=92%, list=48%, signal=171%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME	Details ...	31	0.42275667	1.0662287	0.48559672	1.0	0.952	181	tags=87%, list=52%, signal=164%	
BENPORATH_SUZ12_TARGETS	BENPORATH_SUZ12_TARGETS	Details ...	42	0.36349753	1.0649425	0.4123506	1.0	0.952	178	tags=79%, list=51%, signal=140%	
RIGGI_EWING_SARCOMA_PROGENITOR_DN	RIGGI_EWING_SARCOMA_PROGENITOR_DN	Details ...	15	0.44788954	1.0476184	0.46561885	1.0	0.957	184	tags=93%, list=52%, signal=188%	
BOQUEST_STEM_CELL_UP	BOQUEST_STEM_CELL_UP	Details ...	25	0.41681215	1.0463352	0.45858586	1.0	0.958	186	tags=88%, list=53%, signal=174%	
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	Details ...	10	0.40250382	1.0405203	0.41666666	1.0	0.961	106	tags=50%, list=30%, signal=70%	
NABA_ECM_GLYCOPROTEINS	NABA_ECM_GLYCOPROTEINS		20	0.40947044	1.0400273	0.522	1.0	0.962	138	tags=70%, list=39%, signal=109%	
WEST_ADRENOCORTICAL_TUMOR_DN	WEST_ADRENOCORTICAL_TUMOR_DN		21	0.37802038	1.0359946	0.46138212	1.0	0.963	192	tags=86%, list=55%, signal=178%	
VECCHI_GASTRIC_CANCER_EARLY_DN	VECCHI_GASTRIC_CANCER_EARLY_DN		16	0.40269092	1.0335065	0.4597938	1.0	0.964	122	tags=63%, list=35%, signal=91%	
REACTOME_DISEASES_OF_METABOLISM	REACTOME_DISEASES_OF_METABOLISM		12	0.3982427	1.0222769	0.45850623	1.0	0.966	180	tags=83%, list=51%, signal=165%	
THUM_SYSTOLIC_HEART_FAILURE_UP	THUM_SYSTOLIC_HEART_FAILURE_UP		12	0.42283675	1.0178189	0.49598393	1.0	0.967	157	tags=83%, list=45%, signal=146%	
WANG_SMARCE1_TARGETS_UP	WANG_SMARCE1_TARGETS_UP		14	0.4124629	1.0076272	0.5294118	1.0	0.971	211	tags=100%, list=60%, signal=241%	
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K27ME3		17	0.40020272	1.0045397	0.48897797	1.0	0.971	178	tags=82%, list=51%, signal=159%	
DELYS_THYROID_CANCER_UP	DELYS_THYROID_CANCER_UP		18	0.38015845	1.0024129	0.504	1.0	0.971	177	tags=78%, list=50%, signal=149%	
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF	ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF		10	0.41925025	1.0013258	0.5	1.0	0.971	174	tags=80%, list=50%, signal=154%	
MEBARKI_HCC_PROGENITOR_WNT_UP	MEBARKI_HCC_PROGENITOR_WNT_UP		11	0.41751996	0.9947907	0.5080972	1.0	0.973	180	tags=91%, list=51%, signal=181%	
MARTENS_TRETINOIN_RESPONSE_UP	MARTENS_TRETINOIN_RESPONSE_UP		17	0.38590607	0.9943976	0.48958334	1.0	0.974	179	tags=82%, list=51%, signal=160%	
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_DN		10	0.38482544	0.9936093	0.5058824	1.0	0.974	90	tags=50%, list=26%, signal=65%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		11	0.37763998	0.9827209	0.515748	1.0	0.976	169	tags=91%, list=48%, signal=170%	
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING		12	0.39647147	0.9794943	0.52071005	1.0	0.976	193	tags=92%, list=55%, signal=197%	
GOZGIT_ESR1_TARGETS_DN	GOZGIT_ESR1_TARGETS_DN		16	0.37782174	0.97723645	0.54303277	1.0	0.977	137	tags=63%, list=39%, signal=98%	
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS		11	0.40567335	0.9755296	0.5092025	1.0	0.977	180	tags=91%, list=51%, signal=181%	
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP	PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP		11	0.40596452	0.9711581	0.53483605	1.0	0.977	151	tags=73%, list=43%, signal=124%	
STK33_DN	STK33_DN		12	0.37483388	0.9690306	0.5243665	1.0	0.977	124	tags=58%, list=35%, signal=87%	
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP		25	0.3740348	0.96397895	0.5769231	1.0	0.98	218	tags=96%, list=62%, signal=235%	
ONDER_CDH1_TARGETS_2_UP	ONDER_CDH1_TARGETS_2_UP		14	0.39169142	0.96188825	0.56920075	1.0	0.981	218	tags=100%, list=62%, signal=253%	
CYCLIN_D1_UP.V1_DN	CYCLIN_D1_UP.V1_DN		10	0.37186325	0.9601777	0.506383	1.0	0.981	68	tags=40%, list=19%, signal=48%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B		19	0.34028763	0.95344603	0.5355731	1.0	0.981	116	tags=58%, list=33%, signal=82%	
HATADA_METHYLATED_IN_LUNG_CANCER_UP	HATADA_METHYLATED_IN_LUNG_CANCER_UP		12	0.38752574	0.9434187	0.5600815	1.0	0.981	146	tags=75%, list=42%, signal=124%	
DOUGLAS_BMI1_TARGETS_UP	DOUGLAS_BMI1_TARGETS_UP		13	0.3953964	0.9422358	0.5936255	1.0	0.981	169	tags=77%, list=48%, signal=143%	
RUTELLA_RESPONSE_TO_HGF_UP	RUTELLA_RESPONSE_TO_HGF_UP		10	0.39190444	0.9418329	0.57815444	1.0	0.981	196	tags=90%, list=56%, signal=198%	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4		12	0.37168142	0.94170177	0.59	1.0	0.981	224	tags=100%, list=64%, signal=267%	
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP		10	0.42891836	0.93936807	0.54990214	1.0	0.981	161	tags=80%, list=46%, signal=144%	
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	MIKKELSEN_MCV6_HCP_WITH_H3K27ME3		27	0.33035004	0.93828845	0.5387755	1.0	0.981	142	tags=63%, list=40%, signal=98%	
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN		13	0.4069027	0.9318365	0.5939394	1.0	0.982	158	tags=77%, list=45%, signal=135%	
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	COLINA_TARGETS_OF_4EBP1_AND_4EBP2		11	0.39195606	0.93098944	0.58019805	1.0	0.982	160	tags=73%, list=46%, signal=129%	
ATF2_UP.V1_DN	ATF2_UP.V1_DN		11	0.39139396	0.92702985	0.59631145	1.0	0.982	115	tags=64%, list=33%, signal=92%	
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN		14	0.39861968	0.92170155	0.60194176	1.0	0.984	205	tags=93%, list=58%, signal=214%	
LINDGREN_BLADDER_CANCER_CLUSTER_2B	LINDGREN_BLADDER_CANCER_CLUSTER_2B		10	0.40106687	0.9180502	0.61220473	1.0	0.984	192	tags=90%, list=55%, signal=193%	
PASINI_SUZ12_TARGETS_DN	PASINI_SUZ12_TARGETS_DN		10	0.40762466	0.912979	0.6244898	1.0	0.986	211	tags=100%, list=60%, signal=244%	
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN		11	0.3753801	0.9122598	0.60493827	1.0	0.986	186	tags=73%, list=53%, signal=150%	
ATF2_S_UP.V1_DN	ATF2_S_UP.V1_DN		12	0.3710439	0.9033063	0.61523044	1.0	0.986	177	tags=83%, list=50%, signal=162%	
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP		10	0.3438313	0.90186447	0.6338912	1.0	0.987	84	tags=50%, list=24%, signal=64%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		29	0.30826402	0.89960665	0.6090535	1.0	0.987	180	tags=76%, list=51%, signal=143%	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP		10	0.3385414	0.8975844	0.5895954	1.0	0.988	173	tags=80%, list=49%, signal=153%	
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP		10	0.3846039	0.8952122	0.6195857	1.0	0.989	196	tags=90%, list=56%, signal=198%	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	SMID_BREAST_CANCER_NORMAL_LIKE_UP		18	0.3320492	0.89510983	0.60649085	1.0	0.989	191	tags=78%, list=54%, signal=162%	
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP	FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP		12	0.36239642	0.8949491	0.6315789	1.0	0.989	210	tags=92%, list=60%, signal=220%	
WP_PI3KAKT_SIGNALING_PATHWAY	WP_PI3KAKT_SIGNALING_PATHWAY		11	0.35050637	0.8844907	0.6046025	1.0	0.989	178	tags=82%, list=51%, signal=161%	
MEISSNER_NPC_HCP_WITH_H3K4ME2	MEISSNER_NPC_HCP_WITH_H3K4ME2		18	0.3152669	0.87027425	0.6132265	1.0	0.989	60	tags=39%, list=17%, signal=45%	
MTOR_UP.V1_DN	MTOR_UP.V1_DN		10	0.3582781	0.86956745	0.6342857	1.0	0.989	59	tags=30%, list=17%, signal=35%	
NUYTTEN_NIPP1_TARGETS_UP	NUYTTEN_NIPP1_TARGETS_UP		11	0.37293446	0.869354	0.6407186	1.0	0.989	163	tags=73%, list=46%, signal=132%	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS		16	0.3201774	0.8665064	0.65436894	1.0	0.99	147	tags=56%, list=42%, signal=92%	
GSE3982_DC_VS_MAC_LPS_STIM_DN	GSE3982_DC_VS_MAC_LPS_STIM_DN		10	0.3271029	0.8662439	0.65235174	1.0	0.99	186	tags=80%, list=53%, signal=165%	
ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY	ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY		34	0.2757841	0.8647596	0.66529775	1.0	0.99	129	tags=50%, list=37%, signal=71%	
NABA_MATRISOME_ASSOCIATED	NABA_MATRISOME_ASSOCIATED		25	0.3157083	0.8592363	0.66533065	1.0	0.99	178	tags=64%, list=51%, signal=121%	
POOLA_INVASIVE_BREAST_CANCER_DN	POOLA_INVASIVE_BREAST_CANCER_DN		11	0.35138774	0.85008866	0.65767634	1.0	0.991	65	tags=36%, list=19%, signal=43%	
CHICAS_RB1_TARGETS_SENESCENT	CHICAS_RB1_TARGETS_SENESCENT		11	0.36083797	0.84301454	0.6862745	1.0	0.993	210	tags=91%, list=60%, signal=219%	
GRUETZMANN_PANCREATIC_CANCER_UP	GRUETZMANN_PANCREATIC_CANCER_UP		10	0.34310845	0.842574	0.7002012	1.0	0.993	233	tags=100%, list=66%, signal=289%	
REACTOME_SIGNALING_BY_GPCR	REACTOME_SIGNALING_BY_GPCR		21	0.29518193	0.84168905	0.6952191	1.0	0.993	151	tags=57%, list=43%, signal=94%	
BENPORATH_NANOG_TARGETS	BENPORATH_NANOG_TARGETS		15	0.3220392	0.8295052	0.694165	1.0	0.993	174	tags=80%, list=50%, signal=152%	
MILI_PSEUDOPODIA_HAPTOTAXIS_DN	MILI_PSEUDOPODIA_HAPTOTAXIS_DN		10	0.35935754	0.82587624	0.70348835	1.0	0.993	205	tags=90%, list=58%, signal=210%	
BRUINS_UVC_RESPONSE_LATE	BRUINS_UVC_RESPONSE_LATE		15	0.3172241	0.82297987	0.74313724	1.0	0.993	157	tags=67%, list=45%, signal=115%	
WANG_MLL_TARGETS	WANG_MLL_TARGETS		18	0.31617653	0.821009	0.6786427	1.0	0.993	175	tags=78%, list=50%, signal=147%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A		21	0.28562778	0.8191574	0.7100213	1.0	0.993	162	tags=67%, list=46%, signal=116%	
PEREZ_TP53_TARGETS	PEREZ_TP53_TARGETS		25	0.27035874	0.8110203	0.7093496	1.0	0.995	181	tags=72%, list=52%, signal=138%	
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP	ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP		11	0.31446856	0.8087303	0.7425743	1.0	0.995	166	tags=73%, list=47%, signal=134%	
SWEET_LUNG_CANCER_KRAS_DN	SWEET_LUNG_CANCER_KRAS_DN		13	0.32450688	0.80416065	0.7123016	1.0	0.996	172	tags=77%, list=49%, signal=145%	
DELYS_THYROID_CANCER_DN	DELYS_THYROID_CANCER_DN		12	0.33101434	0.7913441	0.6938776	1.0	0.996	178	tags=75%, list=51%, signal=147%	
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING		15	0.28576905	0.78928953	0.7480159	1.0	0.996	171	tags=67%, list=49%, signal=124%	
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3		35	0.24287304	0.78717905	0.7341513	1.0	0.996	166	tags=66%, list=47%, signal=112%	
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP	GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP		10	0.33321655	0.78345346	0.73255813	1.0	0.997	206	tags=90%, list=59%, signal=212%	
CUI_TCF21_TARGETS_2_UP	CUI_TCF21_TARGETS_2_UP		18	0.27949712	0.7821425	0.78498983	1.0	0.997	203	tags=83%, list=58%, signal=188%	
RIGGI_EWING_SARCOMA_PROGENITOR_UP	RIGGI_EWING_SARCOMA_PROGENITOR_UP		17	0.31480393	0.78010964	0.7429719	1.0	0.997	219	tags=94%, list=62%, signal=238%	
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED		27	0.25585	0.777748	0.7726358	1.0	0.997	152	tags=59%, list=43%, signal=96%	
CUI_TCF21_TARGETS_2_DN	CUI_TCF21_TARGETS_2_DN		10	0.3266799	0.77525437	0.7274549	1.0	0.997	193	tags=80%, list=55%, signal=173%	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3		14	0.28287423	0.7706115	0.7619048	1.0	0.997	146	tags=50%, list=42%, signal=82%	
SABATES_COLORECTAL_ADENOMA_DN	SABATES_COLORECTAL_ADENOMA_DN		13	0.31425554	0.7700837	0.7402062	1.0	0.997	115	tags=54%, list=33%, signal=77%	
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN		10	0.3196481	0.7693082	0.7410208	1.0	0.997	241	tags=100%, list=69%, signal=310%	
P53_DN.V1_UP	P53_DN.V1_UP		16	0.27163818	0.7690442	0.743083	1.0	0.997	128	tags=50%, list=36%, signal=75%	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN		12	0.30200934	0.7668333	0.72380954	1.0	0.997	76	tags=42%, list=22%, signal=51%	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		14	0.28342232	0.7645521	0.7587629	1.0	0.997	178	tags=71%, list=51%, signal=139%	
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN		17	0.28501105	0.7637626	0.7887931	0.9995835	0.997	84	tags=41%, list=24%, signal=52%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN		12	0.34762815	0.75697726	0.74552685	1.0	0.997	132	tags=50%, list=38%, signal=77%	
HAN_SATB1_TARGETS_UP	HAN_SATB1_TARGETS_UP		10	0.29492167	0.75491166	0.76620823	0.9946378	0.997	137	tags=60%, list=39%, signal=96%	
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN	ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN		16	0.24340777	0.74746037	0.8245243	0.9980858	0.998	45	tags=25%, list=13%, signal=27%	
BROWNE_HCMV_INFECTION_48HR_DN	BROWNE_HCMV_INFECTION_48HR_DN		11	0.28326055	0.74134606	0.7937743	1.0	0.998	114	tags=45%, list=32%, signal=65%	
CHEN_METABOLIC_SYNDROM_NETWORK	CHEN_METABOLIC_SYNDROM_NETWORK		31	0.24411319	0.7378357	0.80290455	0.9973473	0.998	211	tags=77%, list=60%, signal=177%	
MARTINEZ_TP53_TARGETS_UP	MARTINEZ_TP53_TARGETS_UP		10	0.29895914	0.7362919	0.78039217	0.9905502	0.998	225	tags=90%, list=64%, signal=244%	
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP		12	0.30955815	0.730835	0.78793776	0.9910715	0.998	211	tags=83%, list=60%, signal=202%	
GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN	GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN		11	0.29533914	0.72330564	0.7903226	0.9944388	0.998	18	tags=18%, list=5%, signal=19%	
REACTOME_DISEASE	REACTOME_DISEASE		24	0.24186102	0.72254986	0.8476395	0.98631585	0.998	167	tags=63%, list=48%, signal=111%	
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX		12	0.2817604	0.72089213	0.8198758	0.9797069	0.998	169	tags=75%, list=48%, signal=140%	
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	RODWELL_AGING_KIDNEY_NO_BLOOD_UP		11	0.27986696	0.71516895	0.8261803	0.980802	0.998	137	tags=55%, list=39%, signal=87%	
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN		10	0.29092512	0.7150954	0.80368096	0.97190595	0.998	124	tags=50%, list=35%, signal=75%	
GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_UP	GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_UP		11	0.30589285	0.71239394	0.8386454	0.9676729	0.999	224	tags=91%, list=64%, signal=243%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_UP	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_UP		10	0.29375464	0.71035457	0.8027079	0.96221066	0.999	144	tags=60%, list=41%, signal=99%	
SENESE_HDAC3_TARGETS_UP	SENESE_HDAC3_TARGETS_UP		13	0.27664846	0.7092651	0.7699805	0.9551892	0.999	196	tags=77%, list=56%, signal=168%	
SMID_BREAST_CANCER_BASAL_UP	SMID_BREAST_CANCER_BASAL_UP		25	0.2543202	0.70671666	0.8492569	0.95084465	0.999	84	tags=36%, list=24%, signal=44%	
YOSHIMURA_MAPK8_TARGETS_UP	YOSHIMURA_MAPK8_TARGETS_UP		37	0.23756707	0.70592844	0.8455446	0.94377124	0.999	178	tags=59%, list=51%, signal=108%	
SMID_BREAST_CANCER_BASAL_DN	SMID_BREAST_CANCER_BASAL_DN		23	0.25896537	0.70239484	0.84090906	0.94139814	0.999	177	tags=65%, list=50%, signal=123%	
MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED		10	0.27272725	0.701375	0.872	0.934681	0.999	257	tags=100%, list=73%, signal=363%	
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1		13	0.2690526	0.70001626	0.84765625	0.92882967	0.999	178	tags=69%, list=51%, signal=135%	
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_		12	0.30383483	0.6907788	0.81262326	0.9345696	0.999	247	tags=100%, list=70%, signal=326%	
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY		10	0.27561975	0.68774796	0.85833335	0.93243307	0.999	177	tags=70%, list=50%, signal=137%	
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_		13	0.24260345	0.66437906	0.88709676	0.959087	0.999	268	tags=100%, list=76%, signal=407%	
MARTINEZ_TP53_TARGETS_DN	MARTINEZ_TP53_TARGETS_DN		13	0.23616776	0.6607039	0.88	0.956253	0.999	42	tags=23%, list=12%, signal=25%	
PUJANA_ATM_PCC_NETWORK	PUJANA_ATM_PCC_NETWORK		11	0.25032863	0.6606889	0.8989899	0.9485017	0.999	177	tags=64%, list=50%, signal=124%	
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP		13	0.25453275	0.65936095	0.8514056	0.94272053	0.999	159	tags=62%, list=45%, signal=108%	
BLALOCK_ALZHEIMERS_DISEASE_UP	BLALOCK_ALZHEIMERS_DISEASE_UP		27	0.20024277	0.6427195	0.9133065	0.95744276	0.999	171	tags=59%, list=49%, signal=107%	
WONG_ADULT_TISSUE_STEM_MODULE	WONG_ADULT_TISSUE_STEM_MODULE		13	0.23987457	0.63931733	0.90039843	0.953903	0.999	205	tags=85%, list=58%, signal=196%	
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP		13	0.23379378	0.62939775	0.9271255	0.95889145	0.999	196	tags=77%, list=56%, signal=168%	
JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN		10	0.25698695	0.6290292	0.89943075	0.9518675	0.999	65	tags=30%, list=19%, signal=36%	
DANG_BOUND_BY_MYC	DANG_BOUND_BY_MYC		13	0.21572784	0.62178653	0.9358178	0.9533069	0.999	91	tags=31%, list=26%, signal=40%	
DODD_NASOPHARYNGEAL_CARCINOMA_UP	DODD_NASOPHARYNGEAL_CARCINOMA_UP		35	0.20913976	0.6163413	0.8953975	0.952504	0.999	132	tags=43%, list=38%, signal=62%	
NABA_ECM_REGULATORS	NABA_ECM_REGULATORS		11	0.26470584	0.61058444	0.9238477	0.9516234	0.999	260	tags=100%, list=74%, signal=374%	
MIKKELSEN_NPC_HCP_WITH_H3K27ME3	MIKKELSEN_NPC_HCP_WITH_H3K27ME3		11	0.24374378	0.6103901	0.934236	0.9445091	0.999	128	tags=55%, list=36%, signal=83%	
