NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP		199	-0.4603347	-1.5637767	0.13043478	1.0	0.994	9006	tags=45%, list=26%, signal=60%	
BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY		23	-0.50243723	-1.5620337	0.060194176	1.0	0.994	6698	tags=35%, list=19%, signal=43%	
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN		197	-0.34569737	-1.5619407	0.023809524	1.0	0.994	9283	tags=41%, list=27%, signal=55%	
GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_UP	GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_UP		196	-0.3411253	-1.5613933	0.037453182	1.0	0.994	9848	tags=42%, list=28%, signal=59%	
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT		23	-0.51502764	-1.5591329	0.070866145	1.0	0.994	5365	tags=35%, list=16%, signal=41%	
SIRNA_EIF4GI_UP	SIRNA_EIF4GI_UP		95	-0.4195366	-1.5568169	0.04117647	1.0	0.994	9061	tags=42%, list=26%, signal=57%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		44	-0.45791262	-1.5560987	0.059615385	1.0	0.994	10669	tags=52%, list=31%, signal=75%	
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_UP	GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_UP		164	-0.3572952	-1.5560795	0.046692606	1.0	0.994	9121	tags=36%, list=26%, signal=49%	
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS		30	-0.50413465	-1.551922	0.06214689	1.0	0.995	6582	tags=37%, list=19%, signal=45%	
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	REACTOME_PEROXISOMAL_PROTEIN_IMPORT		63	-0.586702	-1.5509069	0.020295203	1.0	0.995	5946	tags=48%, list=17%, signal=57%	
GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_UP	GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_UP		199	-0.35333547	-1.5505319	0.04780115	1.0	0.995	9088	tags=41%, list=26%, signal=55%	
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS		123	-0.3884104	-1.5495937	0.027624309	1.0	0.995	9372	tags=46%, list=27%, signal=63%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		52	-0.41776526	-1.5478565	0.060998153	1.0	0.995	6867	tags=31%, list=20%, signal=38%	
LUI_TARGETS_OF_PAX8_PPARG_FUSION	LUI_TARGETS_OF_PAX8_PPARG_FUSION		34	-0.48294452	-1.5470945	0.06706114	1.0	0.995	8302	tags=47%, list=24%, signal=62%	
PID_ECADHERIN_STABILIZATION_PATHWAY	PID_ECADHERIN_STABILIZATION_PATHWAY		41	-0.46564496	-1.5470806	0.021778584	1.0	0.995	5859	tags=34%, list=17%, signal=41%	
GSE23321_CENTRAL_VS_EFFECTOR_MEMORY_CD8_TCELL_DN	GSE23321_CENTRAL_VS_EFFECTOR_MEMORY_CD8_TCELL_DN		200	-0.3616509	-1.5438286	0.04016064	1.0	0.996	9547	tags=45%, list=28%, signal=61%	
GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_DN	GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_DN		200	-0.33412042	-1.5422976	0.019417476	1.0	0.996	7249	tags=32%, list=21%, signal=40%	
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP		199	-0.3471165	-1.541475	0.061420344	1.0	0.996	9497	tags=42%, list=27%, signal=58%	
OSMAN_BLADDER_CANCER_DN	OSMAN_BLADDER_CANCER_DN		421	-0.32992348	-1.5407503	0.060194176	1.0	0.996	9812	tags=38%, list=28%, signal=53%	
STAMBOLSKY_BOUND_BY_MUTATED_TP53	STAMBOLSKY_BOUND_BY_MUTATED_TP53		17	-0.50046235	-1.5393705	0.02443609	1.0	0.996	7119	tags=41%, list=21%, signal=52%	
GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP		200	-0.32303932	-1.5377998	0.03065134	1.0	0.996	9566	tags=37%, list=28%, signal=50%	
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP	GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP		199	-0.3513312	-1.5359058	0.03960396	1.0	0.997	4867	tags=26%, list=14%, signal=30%	
GSE22886_CTRL_VS_LPS_24H_DC_UP	GSE22886_CTRL_VS_LPS_24H_DC_UP		200	-0.3557649	-1.5355417	0.06972112	1.0	0.997	4932	tags=28%, list=14%, signal=32%	
BILANGES_RAPAMYCIN_SENSITIVE_GENES	BILANGES_RAPAMYCIN_SENSITIVE_GENES		37	-0.43500406	-1.5339936	0.07647059	1.0	0.997	10574	tags=43%, list=31%, signal=62%	
PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY		34	-0.4463586	-1.5298762	0.071428575	1.0	0.997	6886	tags=32%, list=20%, signal=40%	
WP_IL7_SIGNALING_PATHWAY	WP_IL7_SIGNALING_PATHWAY		25	-0.5083181	-1.5295811	0.058027077	1.0	0.997	8119	tags=36%, list=23%, signal=47%	
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN		194	-0.32596707	-1.5236832	0.031936128	1.0	0.999	10512	tags=43%, list=30%, signal=61%	
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS		26	-0.49521175	-1.5230043	0.051693406	1.0	0.999	5328	tags=50%, list=15%, signal=59%	
GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP	GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP		199	-0.33400792	-1.5215875	0.046	1.0	0.999	9463	tags=42%, list=27%, signal=57%	
BIOCARTA_CD40_PATHWAY	BIOCARTA_CD40_PATHWAY		15	-0.597232	-1.5191836	0.08092485	1.0	0.999	9398	tags=60%, list=27%, signal=82%	
