NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP	Details ...	73	0.5006562	1.9915932	0.004008016	0.32149065	0.47	3472	tags=33%, list=10%, signal=36%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	200	0.61178845	1.9886239	0.008298756	0.30407912	0.478	6522	tags=56%, list=19%, signal=69%	
ONDER_CDH1_TARGETS_2_UP	ONDER_CDH1_TARGETS_2_UP	Details ...	257	0.49561438	1.969931	0.008350731	0.34407473	0.535	6522	tags=43%, list=19%, signal=53%	
MEBARKI_HCC_PROGENITOR_WNT_UP	MEBARKI_HCC_PROGENITOR_WNT_UP	Details ...	199	0.49271044	1.9625909	0.0062111802	0.34639475	0.554	4849	tags=40%, list=14%, signal=46%	
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	Details ...	22	0.6895167	1.9577825	0.012	0.34060156	0.566	3628	tags=55%, list=10%, signal=61%	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	Details ...	190	0.60866183	1.9546555	0.007936508	0.33089814	0.574	8318	tags=65%, list=24%, signal=85%	
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	Details ...	38	0.6810449	1.9460845	0.0021321962	0.34113744	0.607	4393	tags=58%, list=13%, signal=66%	
CHICAS_RB1_TARGETS_GROWING	CHICAS_RB1_TARGETS_GROWING	Details ...	243	0.49670762	1.9392794	0.008264462	0.34637648	0.634	6469	tags=42%, list=19%, signal=52%	
REACTOME_ELASTIC_FIBRE_FORMATION	REACTOME_ELASTIC_FIBRE_FORMATION	Details ...	45	0.6740453	1.9379685	0.004338395	0.33263958	0.636	4393	tags=56%, list=13%, signal=64%	
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	Details ...	89	0.6184476	1.937913	0.0061099795	0.31613567	0.637	5769	tags=58%, list=17%, signal=70%	
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS		39	0.6316695	1.9325321	0.008163265	0.31866467	0.65	4346	tags=49%, list=13%, signal=56%	
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	LU_TUMOR_ENDOTHELIAL_MARKERS_UP		22	0.65751314	1.9277676	0.002020202	0.3195221	0.661	5588	tags=59%, list=16%, signal=70%	
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN		35	0.76040477	1.9275585	0.008179959	0.30612478	0.661	3102	tags=63%, list=9%, signal=69%	
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD	MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD		47	0.57794696	1.9243325	0.0061601643	0.30361173	0.665	7513	tags=60%, list=22%, signal=76%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN		465	0.46869937	1.9122835	0.010162601	0.32994914	0.701	7312	tags=40%, list=21%, signal=50%	
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP		69	0.62243044	1.9070168	0.01992032	0.33494028	0.715	5751	tags=58%, list=17%, signal=69%	
KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP	KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP		24	0.62878436	1.9053788	0.0	0.32735765	0.717	4704	tags=46%, list=14%, signal=53%	
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE		20	0.7194617	1.9051245	0.0021645022	0.316536	0.717	2520	tags=45%, list=7%, signal=49%	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP		27	0.5785267	1.9003327	0.0020876827	0.32072377	0.728	4195	tags=37%, list=12%, signal=42%	
WONG_ENDMETRIUM_CANCER_DN	WONG_ENDMETRIUM_CANCER_DN		78	0.59571624	1.8945441	0.004255319	0.32818308	0.74	7130	tags=59%, list=21%, signal=74%	
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER		42	0.5536884	1.8918784	0.0	0.32536477	0.742	4971	tags=45%, list=14%, signal=53%	
ROZANOV_MMP14_TARGETS_SUBSET	ROZANOV_MMP14_TARGETS_SUBSET		33	0.6546863	1.88598	0.004140787	0.33321485	0.752	5826	tags=58%, list=17%, signal=69%	
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP		210	0.51031387	1.8831851	0.010548524	0.33240232	0.756	7174	tags=50%, list=21%, signal=63%	
RIGGI_EWING_SARCOMA_PROGENITOR_DN	RIGGI_EWING_SARCOMA_PROGENITOR_DN		194	0.51543593	1.8809309	0.012875536	0.32912377	0.764	6399	tags=45%, list=18%, signal=55%	
REACTOME_TRP_CHANNELS	REACTOME_TRP_CHANNELS		28	0.52581143	1.8759662	0.0	0.3346669	0.778	5175	tags=43%, list=15%, signal=50%	
IGLESIAS_E2F_TARGETS_UP	IGLESIAS_E2F_TARGETS_UP		145	0.44888046	1.8738043	0.0020242915	0.33221862	0.783	7197	tags=41%, list=21%, signal=51%	
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN		97	0.49624497	1.8691716	0.0040899795	0.33685732	0.789	6417	tags=45%, list=19%, signal=56%	
LIEN_BREAST_CARCINOMA_METAPLASTIC	LIEN_BREAST_CARCINOMA_METAPLASTIC		33	0.6756008	1.8685158	0.010504202	0.33008248	0.79	5818	tags=61%, list=17%, signal=73%	
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS		26	0.6467703	1.8659551	0.0	0.3297838	0.795	2609	tags=38%, list=8%, signal=42%	
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP		70	0.5060786	1.8652776	0.01004016	0.3233644	0.796	8490	tags=56%, list=25%, signal=74%	
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS		76	0.62163895	1.855237	0.010351967	0.34742898	0.812	3299	tags=47%, list=10%, signal=52%	
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN	WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN		23	0.64638835	1.855105	0.008264462	0.3395713	0.813	4271	tags=48%, list=12%, signal=55%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME		275	0.5559977	1.8539377	0.008752735	0.33533883	0.813	6100	tags=52%, list=18%, signal=62%	
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	VANTVEER_BREAST_CANCER_POOR_PROGNOSIS		49	0.51077485	1.8534521	0.0078125	0.32937095	0.814	6503	tags=43%, list=19%, signal=53%	
REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION		64	0.58802336	1.8457439	0.008403362	0.3452259	0.824	6121	tags=55%, list=18%, signal=66%	
MCDOWELL_ACUTE_LUNG_INJURY_DN	MCDOWELL_ACUTE_LUNG_INJURY_DN		47	0.5299834	1.8375708	0.008421052	0.36406672	0.843	6384	tags=51%, list=18%, signal=63%	
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	REACTOME_MET_ACTIVATES_PTK2_SIGNALING		30	0.6445136	1.8355281	0.008230452	0.36320335	0.846	5723	tags=63%, list=17%, signal=76%	
PID_SYNDECAN_1_PATHWAY	PID_SYNDECAN_1_PATHWAY		46	0.61608577	1.8320551	0.0063157897	0.36656052	0.854	5629	tags=54%, list=16%, signal=65%	
REACTOME_CGMP_EFFECTS	REACTOME_CGMP_EFFECTS		16	0.6713732	1.8268489	0.014613778	0.37719008	0.863	3628	tags=50%, list=10%, signal=56%	
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM		41	0.6113622	1.8244826	0.006651885	0.37740725	0.865	2609	tags=39%, list=8%, signal=42%	
STEGER_ADIPOGENESIS_DN	STEGER_ADIPOGENESIS_DN		25	0.62883586	1.8242557	0.014736842	0.37059247	0.865	6031	tags=56%, list=17%, signal=68%	
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS		18	0.6990489	1.8241477	0.014675053	0.36376393	0.865	3172	tags=50%, list=9%, signal=55%	
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS	WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS		18	0.67991704	1.8168577	0.010183299	0.3809677	0.876	4882	tags=56%, list=14%, signal=65%	
WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP	WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP		22	0.64097726	1.8166748	0.015564202	0.37452102	0.877	5478	tags=64%, list=16%, signal=76%	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP		33	0.5471394	1.8162066	0.015267176	0.36921844	0.877	6236	tags=39%, list=18%, signal=48%	
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES		61	0.6089675	1.8153727	0.01863354	0.3650823	0.878	6121	tags=59%, list=18%, signal=72%	
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN		37	0.5097535	1.8125185	0.0063157897	0.36777347	0.879	5201	tags=43%, list=15%, signal=51%	
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION		44	0.65693897	1.8108274	0.012371134	0.3664861	0.88	6063	tags=68%, list=18%, signal=83%	
NABA_COLLAGENS	NABA_COLLAGENS		44	0.65693873	1.8108267	0.012371134	0.36027446	0.88	6063	tags=68%, list=18%, signal=83%	
LEE_NEURAL_CREST_STEM_CELL_UP	LEE_NEURAL_CREST_STEM_CELL_UP		147	0.42162272	1.8073633	0.0065502184	0.36488113	0.884	7299	tags=41%, list=21%, signal=52%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16		78	0.543207	1.8072308	0.016427105	0.35926676	0.884	4462	tags=41%, list=13%, signal=47%	
WHITEFORD_PEDIATRIC_CANCER_MARKERS	WHITEFORD_PEDIATRIC_CANCER_MARKERS		116	0.59637403	1.804379	0.034615386	0.36205113	0.887	7257	tags=59%, list=21%, signal=74%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN		52	0.5530937	1.8042781	0.030425964	0.35662106	0.887	9510	tags=63%, list=27%, signal=87%	
MORI_PLASMA_CELL_UP	MORI_PLASMA_CELL_UP		52	0.5108997	1.8040955	0.026694044	0.35153577	0.887	8096	tags=56%, list=23%, signal=73%	
STAEGE_EWING_FAMILY_TUMOR	STAEGE_EWING_FAMILY_TUMOR		32	0.5135822	1.8032244	0.0	0.34889588	0.887	5476	tags=44%, list=16%, signal=52%	
HOLLERN_EMT_BREAST_TUMOR_UP	HOLLERN_EMT_BREAST_TUMOR_UP		140	0.47780424	1.8008279	0.024640657	0.3511621	0.887	6014	tags=36%, list=17%, signal=43%	
LIM_MAMMARY_STEM_CELL_UP	LIM_MAMMARY_STEM_CELL_UP		481	0.44935554	1.7995847	0.012987013	0.34927753	0.888	6433	tags=39%, list=19%, signal=47%	
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP		131	0.41608375	1.7983292	0.006024096	0.34780303	0.888	6345	tags=37%, list=18%, signal=45%	
NABA_PROTEOGLYCANS	NABA_PROTEOGLYCANS		35	0.61645126	1.795723	0.010775862	0.3502388	0.89	7678	tags=63%, list=22%, signal=81%	
NABA_ECM_GLYCOPROTEINS	NABA_ECM_GLYCOPROTEINS		196	0.5313818	1.795623	0.011013215	0.3456604	0.892	5098	tags=45%, list=15%, signal=53%	
PID_INTEGRIN_A9B1_PATHWAY	PID_INTEGRIN_A9B1_PATHWAY		25	0.5493884	1.7916064	0.012345679	0.3526123	0.894	13052	tags=72%, list=38%, signal=116%	
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT	MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT		88	0.4946224	1.7899449	0.014	0.35241792	0.895	4849	tags=44%, list=14%, signal=51%	
KORKOLA_TERATOMA	KORKOLA_TERATOMA		42	0.5133446	1.7893884	0.0040899795	0.3492008	0.896	3226	tags=36%, list=9%, signal=39%	
GU_PDEF_TARGETS_UP	GU_PDEF_TARGETS_UP		71	0.5264746	1.7891704	0.026804123	0.3449421	0.896	4924	tags=42%, list=14%, signal=49%	
CUI_TCF21_TARGETS_UP	CUI_TCF21_TARGETS_UP		36	0.5610994	1.7873794	0.027310925	0.34549814	0.898	6876	tags=56%, list=20%, signal=69%	
INGRAM_SHH_TARGETS_DN	INGRAM_SHH_TARGETS_DN		63	0.46102783	1.7868559	0.004115226	0.3424059	0.899	7257	tags=41%, list=21%, signal=52%	
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN		41	0.59162986	1.7845057	0.021868788	0.3442993	0.9	6674	tags=59%, list=19%, signal=72%	
FARMER_BREAST_CANCER_CLUSTER_4	FARMER_BREAST_CANCER_CLUSTER_4		19	0.7683843	1.7781329	0.014553014	0.35801968	0.911	5286	tags=84%, list=15%, signal=99%	
CORRE_MULTIPLE_MYELOMA_DN	CORRE_MULTIPLE_MYELOMA_DN		58	0.47137138	1.7763557	0.00811359	0.3589708	0.913	7812	tags=48%, list=23%, signal=62%	
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES		67	0.60778105	1.776119	0.014403292	0.35507575	0.913	6063	tags=57%, list=18%, signal=69%	
MEBARKI_HCC_PROGENITOR_WNT_UP_BLOCKED_BY_FZD8CRD	MEBARKI_HCC_PROGENITOR_WNT_UP_BLOCKED_BY_FZD8CRD		125	0.4517894	1.7730849	0.017167382	0.35947403	0.918	7171	tags=42%, list=21%, signal=53%	
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE		49	0.534811	1.77283	0.03131524	0.3558315	0.919	7174	tags=47%, list=21%, signal=59%	
CROMER_TUMORIGENESIS_UP	CROMER_TUMORIGENESIS_UP		58	0.5690598	1.7704774	0.018518519	0.3584517	0.923	3173	tags=41%, list=9%, signal=45%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		300	0.4868822	1.7703058	0.017391304	0.35469493	0.923	6515	tags=46%, list=19%, signal=57%	
KIM_GLIS2_TARGETS_UP	KIM_GLIS2_TARGETS_UP		86	0.53665334	1.7689111	0.024691358	0.3545853	0.925	6255	tags=47%, list=18%, signal=57%	
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN		234	0.43128327	1.7652194	0.018828452	0.36074224	0.927	5132	tags=32%, list=15%, signal=37%	
WESTON_VEGFA_TARGETS	WESTON_VEGFA_TARGETS		94	0.44926733	1.7648646	0.01026694	0.3576046	0.928	4363	tags=31%, list=13%, signal=35%	
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS		15	0.6573355	1.7618008	0.01048218	0.36264524	0.93	2282	tags=47%, list=7%, signal=50%	
ONDER_CDH1_SIGNALING_VIA_CTNNB1	ONDER_CDH1_SIGNALING_VIA_CTNNB1		84	0.46792385	1.7563697	0.01629328	0.3747185	0.934	3794	tags=36%, list=11%, signal=40%	
REACTOME_NCAM1_INTERACTIONS	REACTOME_NCAM1_INTERACTIONS		42	0.6222765	1.7553601	0.026639344	0.37352243	0.936	6515	tags=60%, list=19%, signal=73%	
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH		15	0.64094263	1.7549112	0.006289308	0.3707502	0.937	2627	tags=40%, list=8%, signal=43%	
WP_MATRIX_METALLOPROTEINASES	WP_MATRIX_METALLOPROTEINASES		30	0.53629756	1.7535576	0.0062761507	0.3708512	0.937	8635	tags=57%, list=25%, signal=75%	
ABE_VEGFA_TARGETS	ABE_VEGFA_TARGETS		18	0.6289658	1.7503985	0.013888889	0.3756136	0.943	2778	tags=33%, list=8%, signal=36%	
BOQUEST_STEM_CELL_UP	BOQUEST_STEM_CELL_UP		262	0.49877107	1.7473214	0.04112554	0.38108712	0.944	7144	tags=46%, list=21%, signal=57%	
LINDVALL_IMMORTALIZED_BY_TERT_UP	LINDVALL_IMMORTALIZED_BY_TERT_UP		66	0.4198139	1.7462258	0.008658009	0.3806558	0.944	4856	tags=32%, list=14%, signal=37%	
LEF1_UP.V1_UP	LEF1_UP.V1_UP		193	0.42063358	1.7457793	0.0040983604	0.37791163	0.944	4969	tags=33%, list=14%, signal=38%	
PLASARI_NFIC_TARGETS_BASAL_DN	PLASARI_NFIC_TARGETS_BASAL_DN		22	0.59033245	1.7443796	0.021008404	0.37808138	0.945	4236	tags=36%, list=12%, signal=41%	
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN		407	0.38037255	1.7422589	0.004514673	0.3807965	0.945	5041	tags=30%, list=15%, signal=35%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP		302	0.46198136	1.7411159	0.026	0.38031837	0.948	8149	tags=47%, list=24%, signal=61%	
GRADE_COLON_VS_RECTAL_CANCER_UP	GRADE_COLON_VS_RECTAL_CANCER_UP		38	0.48228458	1.7383752	0.008	0.38455772	0.952	5709	tags=42%, list=17%, signal=50%	
GILDEA_METASTASIS	GILDEA_METASTASIS		28	0.56576747	1.7368875	0.024390243	0.38508332	0.953	4369	tags=32%, list=13%, signal=37%	
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS		20	0.5982951	1.7346206	0.036960986	0.3878809	0.954	2524	tags=35%, list=7%, signal=38%	
LU_TUMOR_ANGIOGENESIS_UP	LU_TUMOR_ANGIOGENESIS_UP		25	0.53448987	1.7319945	0.026584867	0.39208108	0.957	6313	tags=40%, list=18%, signal=49%	
SHEPARD_BMYB_TARGETS	SHEPARD_BMYB_TARGETS		76	0.44499105	1.731503	0.024193548	0.38964942	0.957	5694	tags=41%, list=16%, signal=49%	
DELACROIX_RAR_TARGETS_DN	DELACROIX_RAR_TARGETS_DN		25	0.49028426	1.7305157	0.00407332	0.38893586	0.957	1779	tags=32%, list=5%, signal=34%	
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS		68	0.4831716	1.7298288	0.010729614	0.38712922	0.957	7130	tags=47%, list=21%, signal=59%	
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP		20	0.6643438	1.7285519	0.021186441	0.38736132	0.957	6810	tags=70%, list=20%, signal=87%	
TERAMOTO_OPN_TARGETS_CLUSTER_6	TERAMOTO_OPN_TARGETS_CLUSTER_6		26	0.54760116	1.7271512	0.025695931	0.3877167	0.957	2794	tags=38%, list=8%, signal=42%	
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION		90	0.5570423	1.7249326	0.025531914	0.3909406	0.958	6121	tags=51%, list=18%, signal=62%	
LEE_EARLY_T_LYMPHOCYTE_UP	LEE_EARLY_T_LYMPHOCYTE_UP		109	0.52234745	1.7238891	0.05697446	0.39037764	0.958	5769	tags=46%, list=17%, signal=55%	
LEI_HOXC8_TARGETS_DN	LEI_HOXC8_TARGETS_DN		17	0.6030216	1.7188294	0.02414487	0.40173122	0.959	6213	tags=47%, list=18%, signal=57%	
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX		140	0.47663423	1.7171029	0.015184382	0.40332118	0.959	6484	tags=46%, list=19%, signal=57%	
THUM_MIR21_TARGETS_HEART_DISEASE_UP	THUM_MIR21_TARGETS_HEART_DISEASE_UP		18	0.7282868	1.7146881	0.034552846	0.40722793	0.961	3172	tags=61%, list=9%, signal=67%	
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF		58	0.49112737	1.7134476	0.022727273	0.40752578	0.961	5601	tags=40%, list=16%, signal=47%	
NAKAMURA_ADIPOGENESIS_EARLY_DN	NAKAMURA_ADIPOGENESIS_EARLY_DN		35	0.54620796	1.7090408	0.033195022	0.41721046	0.963	7093	tags=54%, list=21%, signal=68%	
PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY		66	0.5605882	1.7073541	0.03368421	0.41919708	0.964	6345	tags=55%, list=18%, signal=67%	
BROWNE_HCMV_INFECTION_24HR_DN	BROWNE_HCMV_INFECTION_24HR_DN		144	0.39178392	1.7045426	0.02202643	0.4240647	0.966	5723	tags=33%, list=17%, signal=40%	
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP		68	0.4671157	1.7044613	0.028747434	0.4207059	0.966	3454	tags=31%, list=10%, signal=34%	
NAKAMURA_ADIPOGENESIS_LATE_DN	NAKAMURA_ADIPOGENESIS_LATE_DN		35	0.53133166	1.7025607	0.023255814	0.4234226	0.969	6139	tags=51%, list=18%, signal=62%	
REACTOME_MET_PROMOTES_CELL_MOTILITY	REACTOME_MET_PROMOTES_CELL_MOTILITY		41	0.5193874	1.7017145	0.020283977	0.42277667	0.97	5723	tags=51%, list=17%, signal=61%	
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING		17	0.56183803	1.7004627	0.024489796	0.42305252	0.971	7587	tags=59%, list=22%, signal=75%	
JACKSON_DNMT1_TARGETS_DN	JACKSON_DNMT1_TARGETS_DN		21	0.58631784	1.6970564	0.018329939	0.4305847	0.975	6130	tags=48%, list=18%, signal=58%	
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2		57	0.5233493	1.6961201	0.03258656	0.43026686	0.976	5707	tags=47%, list=16%, signal=57%	
CORDENONSI_YAP_CONSERVED_SIGNATURE	CORDENONSI_YAP_CONSERVED_SIGNATURE		57	0.4418259	1.6958059	0.04809619	0.4278081	0.976	10501	tags=58%, list=30%, signal=83%	
